hotel_name,reviewer_name,ethnicity,num_reviews,date,rating,neg_review,pos_review
Longfellow Place Apartment by Stay Alfred,Anonymous,Taiwan,55 Reviews,April 18  2017,7.9,-heater was not working for one of the bedrooms. therefore was freezing cold at night.-was being offered free laundry quota ($30) through confirmation email but ended up there was only $1.40 in the laundry card; we had to pay for doing our own laundry,-the location was okay. ideal for a longer stay. most of the places are within walkable distance-the apartment is really spacious with most of the facility you need in the kitchen
Longfellow Place Apartment by Stay Alfred,Marek,Slovakia,17 Reviews,April 13  2017,9.2,The apartments do not provide luggage storage. I'm aware that the building reception is not dedicated to the Stay Alfred only. but it would be nice if travelers would be allowed to leave the luggage at the reception for couple of hours. Parking slot would be also a nice to have. The apartment is a bit expensive. But we were informed about all of those things in advance. so it wasn't a surprise. Despite that. I would definitely recommend this property to everyone.,The apartment is simply perfect. Great location. small shop located just a few steps from the apartment. few minutes of walking from bars. restaurants. subway. city center or TD Garden. A lot of space for 7 people. amazing view from 36th floor. it's really quiet in the property.
Longfellow Place Apartment by Stay Alfred,John,Canada,1 review,March 24  2017,9.6,No can opener.  Could have used more soap. shampoo and conditioner (one travel container of each for a family of 4 for 3 days).,Excellent central location.  Easy access to many attractions.  Walking distance to just about everything.  Spacious (slept 7 comfortably).  Awesome beds (including sofa pullout).  Awesome views of the city and Charles River.
Longfellow Place Apartment by Stay Alfred,Saud,Kuwait,47 Reviews,February 16  2017,9.6,N/A,Well placed apartment in the city but a quite place. Very good space. Staff very good both apartment and stay alfred. Balcony was amazing wireless was good tv was nice. Wouldn't imagine my trip to Boston in another place
Longfellow Place Apartment by Stay Alfred,Claire Chou,Taiwan,9 Reviews,January 6  2017,9.2,N/A,The place is really awesome for family trip! Spacious. clean. and as we stay at 37 level. it came with the fantastic view both day and night time! I enjoy watching sunrise shine upon Charles river!! The apartment has everything for accommodation. kitchen and bathroom-ware. Quiet. and can reach main downtown tourist attractions within walking distance. Wholefood market/ CVS pharmacy  is also close and can provide almost everything you need.
Longfellow Place Apartment by Stay Alfred,Tonya,United States of America,1 review,October 24  2016,9.2,The staff wasn't very knowledgeable at checkin and was directed to go to 3 different buliding where we were greeted by a someone very friendly &amp; knowledgeable.,The apartment was exactly as pictured and very clean. Walking distance within so many family attractions! Will definitely be back!
Longfellow Place Apartment by Stay Alfred,Roseanne,United States of America,1 review,October 18  2016,5.8,The place could use an update.  Directions for parking were wholly inadequate.  Could use some patio furniture.,The location was good and the view was great.
Longfellow Place Apartment by Stay Alfred,Ruoqian,United States of America,3 Reviews,October 13  2016,10,The shower can be better.,The room is spacious. The staff is very friendly. I asked for early check-in and they agreed. They have everything in the kitchen. The location is perfect. Less than 5 minutes' walk to the T. I would definitely come back if I go to Boston again.
Longfellow Place Apartment by Stay Alfred,Marcio,Brazil,20 Reviews,September 28  2016,9.2,My family and I arrived 1h30 before the check-in time. We know that we would be earlier and we told that by email a couple of times. but nobody at the front desk got this information from the "Stay Alfred". so we had to wait unitl 3pm at the building mall.,The apartmente was great!
Longfellow Place Apartment by Stay Alfred,Boston,United Kingdom,1 review,August 8  2016,7.1,Apartment itself was clean but tired.The apartment block looks 1970's.,Excellent location easy to walk and see the Boston sites.Excellent clean pool with life guard for use of apartments.Well equipped clean kitchen.Excellent laundry facilities done US style.
Longfellow Place Apartment by Stay Alfred,Niall,United Kingdom,4 Reviews,July 18  2016,8.3,There could have been more information on how to access the pool. trash disposal and recycling facilities.,You are sharing a building were people actually live rather than with holiday makers. It was very clean and quiet at night and everyone we met were very polite and courteous
Longfellow Place Apartment by Stay Alfred,Naomi,United States of America,4 Reviews,June 27  2016,10,N/A,Very clean. Great location. close to T. Walking distance to Faneuil Hall/Quincy Market. North End. Nice to vacation in a condo instead of a hotel.
Longfellow Place Apartment by Stay Alfred,Muriel,Ireland,9 Reviews,June 27  2016,7.9,N/A,The apartment was spacious and comfortable and very clean. It was within walking distance to many of the popular tourist attractions. Perfect for a family of 5.
Longfellow Place Apartment by Stay Alfred,Ho,Hong Kong,1 review,June 19  2016,5.8,1. No cable signal (signal box is found missing) for tv and wifii. ie the room is not checked ready before guest checkin. 2 TV was finally set on the second day only after being pressed by making calls to them. but wifi service was found poor in service. no service in most of the time. Tv and wifi are basic. but not complimentary (as what the said) facilities. 3. I did not realise there was no on site staff at booking.com until they confirmed booking after I booked and  paid the deposit (non refundable). It is only a private flat bit not a whole block service apt.  It was tremenous bad when we arrived early at 1:30pm as we had made an early check in request through booking.com. The message has been shown in the confirmation from them as well but no rejection message was reveived. We had made calls to them twice but the customer service said they had not received such message. We finallly waited at lobby for 1 and half hours with our big luggages after a long travel. 4. Photos of the apartment (very bright and in modern deign) showed in booking.com looked different form the unit we stayed. furniture and kitchen were good but the flooring was old styled and the closets and curtains were all tear and wear. Need refurblishment.,Kitchen is well.
Longfellow Place Apartment by Stay Alfred,Jennifer,Germany,3 Reviews,June 13  2016,7.1,However. swimming pool is listed as one of the amenities. and it turned out in the end. that this was not included as part of our stay (front desk said that Stay Alfred. who runs the apartment. never paid for pool access/ FOB). My husband stood in front of the pool door for about 15 minutes with the four kids in bathing suits. wondering why we did not have access with our cards. while I ran to the front desk to inquire (in my bathing suit) -- turns out this is an additional amenity which is not included as part of the stay (says seasonal on the website for the pool. but June is certainly the season given that all the other guests that had access to it). Also. two of us fell off the dining chairs (I am 55 kg and my husband 75kg) while eating dinner because the vast majority of the dining chairs were broken/ shaky/ with loose legs. Overall. I would still recommend this for the space and the view. but would be sure to ask first about the pool access and be careful abou the pieces of furniture befor using.,We are a family of six and we really loved the view and the space - 36th floor. great view of Boston. super close to Science Museum. and enough space for everyone to hang out. TV program options were fantastic. Kitchen was fully stocked with everything we needed. WIFI awesome. We checked out 20 minutes later than expected. and were not given any problems.
Longfellow Place Apartment by Stay Alfred,Santiago,United States of America,1 review,June 13  2016,9.6,N/A,Very nice &amp; clean and more than enough room for us four. Beautiful view and great location. Comfortable and felt safe in this facility.  Thank you. thank you. thank you!
Longfellow Place Apartment by Stay Alfred,David,United States of America,5 Reviews,June 10  2016,9.2,The apartment was not ready when we arrived at 3pm and the concierge did very little to resolve a delayed check-in.  The AC units in the apartment did not work well even though there was a wall unit in each room.  Thankfully it was cool outside with a nice breeze so we opened the windows.,The apartment was very spacious and comfortable.  The view is simply incredible and the location is perfect for visiting the North End and Fanuiel Hall as both are within walking distance.  The amenities such as the fitness facility and pool area are very nice.  Overall it was a lot of bang for the buck - especially if you are a traveling family of 4-5 people.
Longfellow Place Apartment by Stay Alfred,Anonymous,United States of America,1 review,May 26  2016,6.3,Apartment is outdated ....bathroom space is small. no hooks to hang clothes in bathroom. sink counter tops are small for hygiene products. limited tv channels. dusty carpet. (old) door lock/handle loosen. etc... Bathroom (shower and sink) in the bedroom was not so clean. Had/required to clean and empty garbage in the apartment even though was charged 120$ cleaning fee.,Proximity to tourist area (parks. events. restaurants and other historic sites). Provided a card for laundry in basement.
Longfellow Place Apartment by Stay Alfred,Sammy as always,United States of America,9 Reviews,May 5  2016,10,Still a little expensive. but I think it worth the price.,Excellent condition and good location. the Whole Food and CVS is just nearby. and we can walk to Quincy market!
Longfellow Place Apartment by Stay Alfred,Anonymous,United States of America,1 review,April 18  2016,8.3,Laundry cards had 20 cents and 70 cents on them.  We're told that they'd have $20.   One parking card did not work.,Tons of space!  Beds were really comfortable!   Made our 6 nights in Boston so comfortable.  Windows were so big - city views amazing!!
Longfellow Place Apartment by Stay Alfred,Yitian,United Kingdom,6 Reviews,April 16  2016,5.8,when we staying in apartment. wifi and tv cable was broken. the staffs contacted me there would be cable man to fix the issue. in fact. none showed up at all . disappointed.,N/A
Longfellow Place Apartment by Stay Alfred,Fernando,Uruguay,9 Reviews,April 14  2016,9.6,All was great,Everything was beyond expectations. The location and amenities were wonderful. Really quiet location. 10 minutes away from Faneuil Hall and financial district.it's was a 2 bedroom apartment and as I was on a business travel by myself. I just used the king size bed. The master bedroom was incredible. and it was snowing in Boston (which was weird for this time of year) so I used the heating which worked perfectly. Bathroom comfortable and with more than enough towels. with shampoo and more. I bought my groceries on the Whole Foods 2 blocks away. so this is also a plus for me too. Big kitchen on the apartment. all was clean and it lacked anything. This is for sure the place for my next stay in Boston. I couldn't be more satisfied.
Longfellow Place Apartment by Stay Alfred,Diane,Australia,8 Reviews,March 31  2016,10,everything was perfect!,The apartment was spotless. extremely well equipped and very tastefully decorated. It was a little bit out of town. 10 mins to town or the north end but we all loved the walk. Would recommend this property
Longfellow Place Apartment by Stay Alfred,Tracy,Canada,1 review,March 28  2016,10,Couldn't fully close some windows and/or the window locks weren't all in working order (major worry with young kids when on the 33rd floor),HUGE!  The pictures don't do the apartment justice.
Longfellow Place Apartment by Stay Alfred,James,United States of America,1 review,March 18  2016,9.6,Somehow we thought that the pool was indoor. which it isn't. Bummer as it was March! Other then that. it's hard to find a downside!,Amazing location in the heart of downtown Boston. Was able to walk to the Museum of Science with my family. We were able to easily use the T line to get around Boston and go to the Children's Museum. which is awesome!
Longfellow Place Apartment by Stay Alfred,Andrea,Italy,1 review,March 6  2016,10,We just wanted to stay more in this great city and in this beautiful apartment.,The position is great and the view form the apartment is just beautiful. The entire apartment is awesome. it's both functional and good-looking. The free parking included is perfect for people moving by car. Best place to stay. right in the middle of the city. Highly recommended for a group of friends(we were 7 students from Montr̩al). the value for money is great. better than some hostels!
Longfellow Place Apartment by Stay Alfred,Robert,United States of America,11 Reviews,January 26  2016,10,Everything was great - no downsides.,This was the first time we ever tried a Stay Alfred.  Wanted to get a hotel room in Boston for five people and found this amazing apartment located very close to the Boston Garden.  Price was great. apt lovely &amp; spacious - two beds and two baths for price of one hotel room. Beds were very comfy and had lots of pillows. Easy to find and assess through the concierge.  Got a parking pass for lot right under building. Friends in the city came by to watch the game and were quite impressed. Even had pizza delivered! Would definitely use Stay Alfred in the future!!
Longfellow Place Apartment by Stay Alfred,Alicia,Argentina,6 Reviews,January 23  2016,10,It was perfect!,Excellent location. Right around the corner of the T station. Ten minuted away by foot from the Public Garden. Supermarkets near it. Really big apartment. comfortable. very clean and completely equiped. Fit for three couples. Kitchen with everything necessary. including dishwasher. Three bathrooms. Teo TVs with HD cable. Perfectly functioning WiFi. Laundry Room always available. Good willingness from the people working there. with Doorman and Security 24/7. Quiet building. Recommended for vacationing and tourism. If we came back to Boston. we'd be back to it.
Longfellow Place Apartment by Stay Alfred,Kristen,United States of America,1 review,January 14  2016,8.3,When I checked in the person at the desk had no knowledge of my reservation. When he looked up my room he couldn't find my information and my room was under someone else's name. He said it happens a lot. I enjoyed my stay. Only thing I think is unreasonable is the cleaning fee. We are responsible for the majority of the cleaning (removing and disposing of all trash. washing all dishes). $100+ is high amount to make beds and wipe down countertops,The location of the hotel was very convenient. The apartment was fully stocked with everything you needed to cook with during your stay. Loved the indoor playground.
Longfellow Place Apartment by Stay Alfred,Ray,Australia,4 Reviews,October 27  2017,10,N/A,The 3 bedroom apartment was very spacious with 3 bathrooms and a very large living area.  The view from the 36th floor over Boston was a bonus
Longfellow Place Apartment by Stay Alfred,Jeffrey,United States of America,1 review,October 16  2017,7.5,No supplies to clean up after a meal,Location
Longfellow Place Apartment by Stay Alfred,John,United Kingdom,4 Reviews,October 3  2017,6.3,No welcoming coffee for the coffee machine.  An unfresh smell about the apartment,Freedom of an Apartment
Longfellow Place Apartment by Stay Alfred,Tibor,Hungary,1 review,September 29  2017,9.2,The only bad point was the lack of proper shades in the bedroom. It was difficult to have a good sleep in the early morning light.,N/A
Longfellow Place Apartment by Stay Alfred,Jeff,United States of America,2 Reviews,September 24  2017,9.6,Laundry card did not have money on it.   Machine for money did not work in laundry,N/A
Longfellow Place Apartment by Stay Alfred,Stephanie,United States of America,1 review,September 10  2017,9.2,More towels and no where to store luggage for later flight,Location and cleanliness
Longfellow Place Apartment by Stay Alfred,Carla,United States of America,7 Reviews,September 4  2017,8.8,Parking was confusing,Views from the flat Workout facility
Longfellow Place Apartment by Stay Alfred,Sean,United States of America,1 review,August 24  2017,7.5,Took 30 min to find front desk attendent,N/A
Longfellow Place Apartment by Stay Alfred,Anonymous,Canada,1 review,August 22  2017,8.8,N/A,Groceries and pharmacy nearby. Excellent pool and gym.
Longfellow Place Apartment by Stay Alfred,Ming,China,1 review,August 17  2017,10,N/A,The rooms are big enough. Traffic is very convenient.
Longfellow Place Apartment by Stay Alfred,Sarah,Spain,2 Reviews,August 12  2017,9.2,N/A,Excellent apartment walking distance to most things
Longfellow Place Apartment by Stay Alfred,Anonymous,United States of America,1 review,August 8  2017,9.2,The pull out sfa bed is broken so my mother did not sleep well.,N/A
Longfellow Place Apartment by Stay Alfred,Paul,United Kingdom,11 Reviews,July 13  2017,10,Nothing,Great location and great apartment
Longfellow Place Apartment by Stay Alfred,Neil,Ireland,5 Reviews,July 8  2017,9.6,A little expensive,Ideal Location excellent facilities friendly staff
Longfellow Place Apartment by Stay Alfred,Su,United States of America,2 Reviews,June 25  2017,7.9,The sofa bed was broken;Bathing rooms too small,Good living room;Nice kitchen
Longfellow Place Apartment by Stay Alfred,Tonya,United States of America,1 review,June 19  2017,9.6,Parking is not included,The property is very clean. enough room for the family to spread out. The staff is always smiling.
Longfellow Place Apartment by Stay Alfred,Andrea Goldsmith,United States of America,1 review,June 18  2017,10,Air conditioning could have been better,Perfect place to stay in Boston
Longfellow Place Apartment by Stay Alfred,Nagham,Lebanon,3 Reviews,May 25  2017,7.5,No cleaning every day,View
Longfellow Place Apartment by Stay Alfred,Lisa,United States of America,1 review,April 22  2017,10,Car got damaged in garage and no cameras in garage,Clean. Great views. Super find for all of us to stay together.
Longfellow Place Apartment by Stay Alfred,Ian,United Kingdom,7 Reviews,April 19  2017,9.0,N/A,Great Location and roomy apartment.
Longfellow Place Apartment by Stay Alfred,Vicky,United States of America,1 review,April 14  2017,10,Living room furniture was uncomfortable and a bit shabby.,Linens. beds. location
Longfellow Place Apartment by Stay Alfred,Sally,United States of America,1 review,March 29  2017,7.5,Some things were broke when we got there. We didn't have a map or any guide fir area.,Having the group together in one place to hang out
Longfellow Place Apartment by Stay Alfred,Vonelffi,Finland,20 Reviews,March 24  2017,9.2,N/A,Plenty of space. three separate bedrooms. location near the central areas with restaurants and pubs close by. small convenience shop just downstairs.
Longfellow Place Apartment by Stay Alfred,John,United States of America,1 review,February 10  2017,9.6,N/A,Location
Longfellow Place Apartment by Stay Alfred,Roshana,United States of America,1 review,January 30  2017,7.5,The living room heater didn't work. The shower in the master bedroom didn't get hot.,The apartment was very spacious and the view was amazing.
Longfellow Place Apartment by Stay Alfred,Lynette,Australia,3 Reviews,January 8  2017,10,Nothing to dislike.,Comfort of beds. cleanliness and spaciousness of unit. And the view was fantastic.
Longfellow Place Apartment by Stay Alfred,Chad,United States of America,1 review,December 28  2016,9.6,Wish they had a business center or public computer and printer.,Big apartment. Great location. Comfortable.
Longfellow Place Apartment by Stay Alfred,Cheryl,Australia,6 Reviews,October 28  2016,10,Not enough kitchen utensils,Roomy.location
Seaport Boston Hotel,Lyn,United Kingdom,2 Reviews,November 1  2017,9.2,Area is still under development but has potential.,The room and facilities were excellent.  Close to metro/bus station and cruise terminal. but a bit of a walk to some parts of the city.  Otherwise a perfect place to stay.  Not too noisy or busy.
Seaport Boston Hotel,Anonymous,United Kingdom,16 Reviews,October 30  2017,7.5,It is unconscionably expensive. We were there for a conference and the cost of the accommodation was utterly unreasonable and that was without breakfast. It is simply unjustifiable and pure profiteering. It is a fair trek from downtown.,The staff were very friendly. The room was clean. beds were comfortable and the shower was good. The swimming pool was smallish but warm. The WiFi was good.
Seaport Boston Hotel,Lynda,South Africa,1 review,October 30  2017,6.3,The fridge was faulty Needed  to repeat complaint for them to supply a new fridge which occupied a large part if the roomRoom only supplied a coffee machine One was unable to make tea,Bed was comfortable Location goof
Seaport Boston Hotel,Annmarie,United States of America,1 review,October 29  2017,9.2,The view for the money should have been nicer. I had to go to one corner in the room to see the water,It was chilly and I was traveling alone so I ate at the hotel. The hotel facilities were pretty and comfortable. Very convenient
Seaport Boston Hotel,Heidi,United States of America,9 Reviews,October 28  2017,10,N/A,Maria at the Front Desk is awesome.  We arrived after flying a red-eye overnight and tired.  She had our room ready fast and was able to check us in early.  Valet took care of car and luggage delivered to room quickly.  All the Staff were friendly and helpful.  Room was lovely. comfortable bed so nice for a afternoon nap :-) after a long night traveling.  Shower is Spa like.  We walked much of the city and had a great time. so much to see.  Really enjoyed the Harborview from room and just watching the sailboats. ferries and planes go by too.  Great place to stay!
Seaport Boston Hotel,Nancy,United States of America,2 Reviews,October 28  2017,9.6,N/A,my waiter comped my breakfast when he found out it was my birthday-he also delivered a lovely tray with the words happy birthday and chocolate covered strawberries;-)
Seaport Boston Hotel,Craig,United States of America,1 review,October 28  2017,9.6,It was just pricey. but it was .7 miles from where I needed to be that weekend so it worked out,Awesome window room with wonderful blankets and felt like I was at home....but better
Seaport Boston Hotel,Yong,South Korea,5 Reviews,October 27  2017,9.6,Condition of the roads (hard to get there for the first time visiting driver. The Navigator won't guide well in the tunnel). Surrounding area. Lots of blocks are under construction,Close to BCEC. Nice view. Well arranged room. Kind Clerks.
Seaport Boston Hotel,Eugene,United States of America,1 review,October 25  2017,10,Limited operating times of kiosk for coffee,Front office happily accommodated request change from harbor view room that had partially obstructed view to full view room the next day when the room was available.
Seaport Boston Hotel,Anonymous,United Kingdom,1 review,October 20  2017,10,Nothing I can think of.  In the event my wife and I visit Boston in the future. the Seaport Hotel would probably be our first choice.,Very friendly staff. excellent catering and a very helpful Concierge who arranged a number of trips for us.
Seaport Boston Hotel,Christopher,United Kingdom,38 Reviews,October 19  2017,7.5,Being to.d that no tips were required and that everything was included in the price only to find that 18% service charge was added to each checkGarage was expensiveBreakfast room too small for size of hotel &amp; expensiveLocate nice but too far from centre of things,Nice comfortable hotel. large room. very helpful young lady  concierge
Seaport Boston Hotel,Maureen,United States of America,3 Reviews,October 16  2017,7.1,It is in the southern part of Boston which for walking purposes to the center of town is not convenient.,Staff was amazing.  We also had room service which was prompt and food delivered hot.  This hotel is also very close to the silver line for the subway which was very convenient.
Seaport Boston Hotel,Charles,United States of America,1 review,October 15  2017,5.4,Toilet broken and wouldn't flush contents.  Maintenance called. Supposedly fixed problem but it happened again for 2nd day in a row as well.  Not a pleasant experience.  In room safe failed to operate.  Had to get technician to remove old batteries and install new.   Shower has pressure problems .. good pressure then almost off then good again.  Maybe that and toilet can be fixed before next guest gets room 836.,Comfortable bed. quiet room. harbor view but you have to pay a good premium to get it.
Seaport Boston Hotel,Sabrina,Switzerland,12 Reviews,October 14  2017,7.9,In the hotel is a coffee-"corner". but the prices are too expansive and the offers are quite limited and not that good. for this size of the hotel!,Modern part of the city.
Seaport Boston Hotel,Anonymous,Switzerland,5 Reviews,October 12  2017,10,N/A,quiet but very close to convention centre. I used the room service and it was really good. I worked a lot from the hotel and the wifi was free and also worked very well
Seaport Boston Hotel,Anonymous,China,2 Reviews,October 12  2017,10,Nothing,Great location. around 20 minutes walks to the city center. Can see the airport and harbor in the room. The staffs were very friendly and nice. Room was spacious and clean.
Seaport Boston Hotel,Joy,United States of America,3 Reviews,October 9  2017,9.6,It's a bit far from the historical district.,They offer a choice of pillows. I.e. down. down alternative. foam. etc.. free of charge. Rooms are spacious and beautiful.  Kuerig. mini-fridge. real glasswear. wine glasses in the room.
Seaport Boston Hotel,Tobias,United States of America,18 Reviews,October 4  2017,7.5,N/A,It is a huge hotel with a lot of rooms but everything is well designed and thought out. Rooms are very silent so you don't hear the other people. Hotel is a service is included hotel - so no need to tip anyone :)
Seaport Boston Hotel,Jane,United States of America,1 review,October 3  2017,10,N/A,We loved the Hotel! Everyone was Awesome!! Great service.! Samantha at the front desk was WONDERFUL! Elir in the restaurant was the BEST! Will be back for sure!
Seaport Boston Hotel,Courtney,United States of America,5 Reviews,October 2  2017,10,I can't think of anything.,The room was tasteful and extremely comfortable. and the layout was very homey and relaxing. We also enjoyed taking a swim in the pool. It was really clean and modern. The staff. from the doorman to the clerk at the desk to the man who brought us extra coffee-- everyone was down to earth and gracious. Thank you for a wonderful stay!
Seaport Boston Hotel,Anonymous,United States of America,1 review,October 2  2017,6.7,Our room. #825. was very noisy due to proximity to elevator.  Did not enjoy a restful night of sleep at all.  The associate at the front desk was not very welcoming -- just went through her duties and answered a couple of questions rather cryptically.  Did the job -- but not with a pleasant. welcoming attitude.,Room was modern and clean; robes were a nice touch.
Seaport Boston Hotel,Michael,United Kingdom,2 Reviews,October 1  2017,7.1,A very expensive hotel (room only) that is at least 1 mile from the main areas and sights of Boston.  I felt the room albeit pleasant was a little dated in terms of decor.  Not the best selection of TV channels to watch. Based on all of the above I'm not convinced the hotel represented value for money based on other hotels I stayed at during my in the USA.,Very comfy bed.  Clean and spacious rooms.  In room tea and coffee was nice.  Complementary newspaper (limited choice of 2 papers) to choose from. In room I ron and ironing board to use.
Seaport Boston Hotel,Tracey,United States of America,1 review,September 29  2017,10,N/A,The accommodations are extremely comfortable and clean. The room includes a SMART television with internet access and apps for convenience.  The shower includes a massage component for extra luxury.
Seaport Boston Hotel,Linda,United States of America,1 review,September 28  2017,6.7,The bed was so uncomfortable. it hurt my hips and I tossed and turned all night.  It was like a rock.  And the pillows were the worst I've ever had in a hotel.  Very lumpy.  P.S.  I 've never complained about a hotel before and these were the only complaints about this place.,N/A
Seaport Boston Hotel,Julie,United States of America,7 Reviews,September 26  2017,10,I sent my daughter and new husband there for their wedding night.  I had pre-arranged payment. had sent a credit card authorization form ahead of time.  Still when they arrived they were made to feel very uncomfortable while the person at the check in desk called me and asked for confirmation of all the details of the form I'd sent in.  I had just walked in from the wedding. had no access to a computer. and still had to provide details while my poor daughter and husband sat and waited. still in their wedding clothes!,N/A
Seaport Boston Hotel,Joseph,United Kingdom,5 Reviews,September 26  2017,9.6,I thought the cost of parking was rather expensive. but I suppose that's par for the course for the area. Most places we have visited in the States haven't charged for parking.,quiet room. overlooking harbour. Great views over the bay. Super bed. the staff were very obliging and friendly.especially the concierge. she was really special.
Seaport Boston Hotel,Anonymous,United States of America,1 review,September 24  2017,10,The cost was in line for the area the hotel is in.,The registration staff made me feel very welcome. and even took my bag personally to the room. The room was very nice. I want to take the shower home! Great view of the Harbor area. Close to the Cruise Departure station.
Seaport Boston Hotel,Anonymous,United States of America,2 Reviews,September 23  2017,9.6,Dinner Restaurant menu too limited.  Not enough healthy food.  Lots or restaurants nearby. though.,Air purifier in room which was super for this allergy sufferer.  Great location &amp; really comfy bed!  And we liked the "service included". Maybe that is why all staff were so pleasant &amp; helpful.
Seaport Boston Hotel,Bernard,Australia,5 Reviews,September 22  2017,7.5,N/A,Well run hotel.  Extremely helpful concierge staff and check-in staff.  Nicely furnished room with good views. Close to many restaurants / bars and easy walk in downtown Boston.
Seaport Boston Hotel,Geraldine,Ireland,31 Reviews,September 18  2017,9.6,A slight negative is that the property is a little far from central Boston. Possible to walk into the centre in 25/30 minutes or to get public transport as the Silver line to South station is across the road from the hotel.,The quality of the fittings and furniture in the rooms and public areas was excellent.Staff were excellent. No tipping policy made life easy (tips are included in prices)The area surrounding the hotel is newly developed and undergoing continued building but there is a great buzz in the evenings with many fun pubs and good restaurants around. Also has a great indoor pool.
Seaport Boston Hotel,Anonymous,United States of America,3 Reviews,September 17  2017,9.6,It's expensive. Would be better value if parking and breakfast included.,Perfect location to walk to waterfront restaurants and bars before and after shows at Blue Hill Pavillion
Seaport Boston Hotel,Graham,United Kingdom,6 Reviews,September 14  2017,8.8,Expensive but then again quite central in a major city and next door to a top business convention centre.,Comfortable room and friendly. helpful staff.
Seaport Boston Hotel,John,United Kingdom,1 review,September 12  2017,9.6,We got in late and there was no room service. not even a sandwich.,Great location/parking for a Boston stay. lots of local restaurants. etc all walking in a minute or so.
Seaport Boston Hotel,Scott,United Kingdom,3 Reviews,September 9  2017,10,I am nit picking here. room could be bigger for family rooms. maybe some bunk beds as the twin double beds were a bit on the small side.  For a family of four with luggage it makes things a bit tight on space.,Wow. what a beautiful hotel. totally knocked back how nice this hotel was. Can't really fault it. staff were fantastic and great with my children. The food was excellent and reasonably priced for hotel prices. Myself and my wife love Boston as we stayed there on honeymoon so when we visit Boston again we will be coming back here!!!
Seaport Boston Hotel,Geoffrey,United States of America,1 review,September 7  2017,9.2,Although it was a fabulous experience. it was a bit expensive.,The front staff were outstanding.  They were available. knowledgeable. courteous. and funny!
Seaport Boston Hotel,Georgina,United Kingdom,22 Reviews,September 5  2017,10,N/A,We stayed here twice during our stay. The Seaport area is interesting and full of new development. It was good to be away from the hubbub of Downtown.  The staff were professional and friendly. the rooms were lovely. both with a view of the harbour. Access to the location is great as it's on a direct mentor link from the airport. and to all other metro stations. It is also right next to the ferry station for access to various islands.
Seaport Boston Hotel,Jackie,United Kingdom,4 Reviews,September 4  2017,9.6,Nothing. Only thing I didn't like was not being able to stay longer than a night as we left for airport next day.,Very large room. friendly and helpful staff. Great facilities.
Seaport Boston Hotel,Thomas,United States of America,2 Reviews,September 4  2017,9.6,Deluxe King room was quite small. water temperature for shower is too hot. If a child turned it on they could be scalded ! Automaticly Adding gratuity to all Resturant bills is not appropriate. price for overnight parking or auto is the highest in the city.,Hotel was very clean and up to date on fixturing and decor. Staff was very accommodating.
Seaport Boston Hotel,Darcie,Australia,9 Reviews,September 4  2017,9.2,Not a lot to do around the seaport area unless you are taking a boat tour but it is a very long walk to any shops or a 15 minute walk to the market area.,The rooms are gorgeous. very comfortable and make you feel like your at home. Very nice interior. Lovely hotel.
Seaport Boston Hotel,Andrew,United Kingdom,3 Reviews,September 4  2017,7.9,Nothing - all OK.,Good sized room with comfortable bed. Staff were very friendly and approachable. Breakfast buffet was great. And no tipping required!
Seaport Boston Hotel,Daniel,United Kingdom,10 Reviews,September 2  2017,7.9,Bed was too soft for our liking which.unfortunately. meant we didn't get an excellent night's sleep. The air conditioning was faulty or didn't work which meant that the room was quite stuffy.Location about 20 minutes walk away from main Boston but OK if you are happy using the Underground.,Execellent mini bar and tea and coffee facilities in the rooms.
Seaport Boston Hotel,Nicola,United Kingdom,17 Reviews,August 31  2017,10,N/A,The hotel is extremely clean. comfortable and well located.  All the staff are excellent.  The restaurant outside cooked amazing kebabs!  We would certainly stay here again.  There was a free shuttle bus from the airport - although with roadworks in the tunnel we would recommend going via tube - very easy!
Seaport Boston Hotel,Michelle,United States of America,6 Reviews,August 25  2017,9.6,N/A,Staff was wonderful.  I liked the "no tipping" policy.  It worked for us as all staff was very accommodating. Breakfast was good.  Rooms were a nice size and very clean.
Seaport Boston Hotel,Jane,United Kingdom,7 Reviews,August 24  2017,10,The air conditioning in the room was a tad noisy but would not stop me from returning to the hotel.,The hotel had recently been refurbished so carpets and furniture were all new and clean.  The room was bright and airy due to the large window and good lighting and a comfortable bed and pillows.  The bathroom was also well thought through with many different lights and make up and shaving mirrors.  Good shower and plenty of towels and robes!Staff were very professional but still friendly and went out of their way to please - the hotel is a no tips hotel so they were not doing it for the extra money. we did offer a tip a couple of times and both were turned down!The hotel is within easy walking distance to the train/tube and just across the road is the harbour with a lovely fish restaurant and roof bar. a Mexican restaurant and bar and a whiskey tasting bar - all with balconies overlooking the sea. We didn't use the pool so cannot comment on the spa and leisure facilities but. if like the rest of the hotel. they will be good.We picked up a hire car at the end of our stay but there is a large underground car park at the hotel however I don't think it would be cost effective to keep a car in Boston for several days - public transport and walking are the best way round it and parking costs are high everywhere.
Seaport Boston Hotel,Melissa,United States of America,1 review,August 24  2017,6.3,Housekeeping &amp; Reservations/ Front Desk were totally slack. For $400 a night rooms should be cleansed promptly and their should not be any billing issues. Plus they almost lost our luggage when we left it with Front Desk staff after we checked out. Seems like their operations need to tighten up.,Great location and pretty hotel.
